jxsw , 1 , 0.0 , 0.0
flashier , 1 , 0.0 , 0.0
illumin , 35 , 0.0 , 0.0
descriptor , 4 , 0.0 , 0.0
avanc , 1 , 0.0 , 0.0
northfield , 1 , 0.0 , 0.0
stumbl , 20 , 0.0 , 0.0
jxsi , 1 , 0.0 , 0.0
avant , 7 , 0.0 , 0.0
disastr , 6 , 0.0 , 0.0
informatiqu , 5 , 0.0 , 0.0
vvvvvvvvvvvvvvvvvvvvv , 1 , 0.0 , 0.0
remak , 2 , 0.0 , 0.0
xinetron , 1 , 0.0 , 0.0
westinghous , 2 , 0.0 , 0.0
intertwin , 2 , 0.0 , 0.0
frederiqu , 1 , 0.0 , 0.0
remap , 9 , 0.0 , 0.0
remac , 1 , 0.0 , 0.0
flic , 1 , 0.0 , 0.0
novitskei , 1 , 0.0 , 0.0
smisra , 1 , 0.0 , 0.0
flip , 28 , 0.0 , 0.0
flir , 1 , 0.0 , 0.0
garland , 6 , 0.0 , 0.0
jagielski , 1 , 0.0 , 0.0
o , 2 , 0.0 , 0.0
avard , 1 , 0.0 , 0.0
timbo , 3 , 0.0 , 0.0
adriat , 6 , 0.0 , 0.0
gladu , 1 , 0.0 , 0.0
information , 1 , 0.0 , 0.0
adrian , 28 , 0.0 , 0.0
salari , 23 , 0.0 , 0.0
bmwmoa , 4 , 0.0 , 0.0
microcom , 6 , 0.0 , 0.0
wrestl , 6 , 0.0 , 0.0
microcod , 2 , 0.0 , 0.0
muscat , 1 , 0.0 , 0.0
trodwel , 8 , 0.0 , 0.0
fuehrer , 2 , 0.0 , 0.0
myriad , 7 , 0.0 , 0.0
claptrap , 5 , 0.0 , 0.0
jwalbea , 2 , 0.0 , 0.0
shakespear , 2 , 0.0 , 0.0
remfg , 1 , 0.0 , 0.0
memphi , 8 , 0.0 , 0.0
remeb , 14 , 0.0 , 0.0
srsd , 7 , 0.0 , 0.0
panearea , 1 , 0.0 , 0.0
avali , 10 , 0.0 , 0.0
uphrrmk , 4 , 0.0 , 0.0
salami , 4 , 0.0 , 0.0
schuster , 20 , 0.0 , 0.0
congressmen , 1 , 0.0 , 0.0
enquir , 6 , 0.0 , 0.0
offi , 1 , 0.0 , 0.0
ofer , 1 , 0.0 , 0.0
remco , 5 , 0.0 , 0.0
microcop , 2 , 0.0 , 0.0
hellman , 16 , 0.0 , 0.0
srul , 1 , 0.0 , 0.0
breadth , 2 , 0.0 , 0.0
mixzpxg , 1 , 0.0 , 0.0
kickbal , 1 , 0.0 , 0.0
simdgen , 2 , 0.0 , 0.0
ofil , 1 , 0.0 , 0.0
flop , 9 , 0.0 , 0.0
flow , 84 , 0.0 , 0.0
chilli , 7 , 0.0 , 0.0
dummi , 8 , 0.0 , 0.0
timid , 1 , 0.0 , 0.0
assuag , 1 , 0.0 , 0.0
flod , 1 , 0.0 , 0.0
kasimov , 2 , 0.0 , 0.0
flog , 2 , 0.0 , 0.0
eughh , 1 , 0.0 , 0.0
jozef , 2 , 0.0 , 0.0
remix , 6 , 0.0 , 0.0
humanoid , 1 , 0.0 , 0.0
pellet , 2 , 0.0 , 0.0
footag , 8 , 0.0 , 0.0
fcrari , 14 , 0.0 , 0.0
brandwein , 1 , 0.0 , 0.0
rmbult , 3 , 0.0 , 0.0
avail , 61 , 0.0 , 0.0
misspent , 1 , 0.0 , 0.0
calibra , 1 , 0.0 , 0.0
impoverish , 5 , 0.0 , 0.0
eugen , 51 , 0.0 , 0.0
kristen , 2 , 0.0 , 0.0
sissa , 1 , 0.0 , 0.0
srvr , 1 , 0.0 , 0.0
srvd , 1 , 0.0 , 0.0
