subject , 8112 , 100.0 , 99.9854223568037
lines , 7820 , 96.39995068425596 , 96.39995068425596
organization , 7464 , 92.01084946369129 , 91.72763381351115
writes , 5496 , 67.74750339045741 , 67.74750339045741
article , 4821 , 59.42547158180249 , 59.198565028489256
don , 3998 , 49.27875724324991 , 49.27875724324991
university , 3823 , 47.12119344100604 , 46.99354829315552
posting , 3610 , 44.49513007027493 , 44.49513007027493
host , 3372 , 41.56084329922328 , 41.538718140262525
nntp , 3294 , 40.59918629022315 , 40.59918629022315
people , 3479 , 42.88003945259524 , 39.763941141550454
time , 2594 , 31.968931081247685 , 28.520664922166205
good , 2183 , 26.901738379977807 , 26.854610656767857
god , 2062 , 25.409937122426335 , 25.409937122426335
ve , 1968 , 24.251017137221055 , 24.251017137221055
ca , 1857 , 22.88250523979781 , 22.88250523979781
distribution , 1777 , 21.89619035877204 , 21.849108020503547
system , 1782 , 21.957835038836148 , 21.071467132162113
world , 1801 , 22.192084823079767 , 20.83674977782644
cs , 1675 , 20.638638885464182 , 20.638638885464182
make , 1916 , 23.60991246455431 , 19.741785673551057
windows , 1561 , 19.23314018000247 , 19.23314018000247
reply , 1547 , 19.06053507582296 , 19.008628318277484
state , 1437 , 17.704352114412526 , 17.50873393974041
computer , 1431 , 17.630378498335595 , 17.34661369036382
back , 1377 , 16.9646159536432 , 16.899543024580773
work , 1428 , 17.59339169029713 , 16.76439942661425
mail , 1342 , 16.533103193194425 , 16.49611900440033
software , 1331 , 16.397484897053385 , 16.310894967245737
problem , 1380 , 17.001602761681667 , 16.035570667266466
dos , 1195 , 14.72074959930958 , 14.72074959930958
point , 1206 , 14.856367895450623 , 14.592658693109122
ll , 1174 , 14.461841943040316 , 14.461841943040316
read , 1210 , 14.905683639501909 , 14.409993847392172
david , 1156 , 14.23992109480952 , 14.23992109480952
file , 1159 , 14.276907902847984 , 14.21091365947396
usa , 1153 , 14.202934286771052 , 14.202934286771052
question , 1150 , 14.165947478732585 , 14.106724668624087
government , 1206 , 14.856367895450623 , 14.010215585402488
things , 1130 , 13.919368758476145 , 13.919368758476145
information , 1168 , 14.387868326963382 , 13.832102487845738
find , 1257 , 15.48514363210455 , 13.713642289164133
doesn , 1107 , 13.635803230181235 , 13.635803230181235
bit , 1105 , 13.611145358155591 , 13.48764385546018
made , 1073 , 13.216619405745284 , 13.216619405745284
years , 1069 , 13.167303661693996 , 13.167303661693996
version , 1072 , 13.204290469732463 , 13.07003727440566
uk , 1028 , 12.66181728516829 , 12.66181728516829
part , 1012 , 12.464554308963137 , 12.461704134639577
drive , 1007 , 12.402909628899025 , 12.305341081752694
data , 1018 , 12.53852792504007 , 12.213031663397697
long , 991 , 12.205646652693874 , 12.140510184713404
number , 1043 , 12.846751325360623 , 12.02469388073252
game , 1028 , 12.66181728516829 , 12.01991082716343
case , 954 , 11.749476020219456 , 11.745318759581906
image , 978 , 12.045370484527185 , 11.739743750255109
sun , 950 , 11.700160276168168 , 11.574121755245256
program , 924 , 11.379607939834791 , 11.369895562362787
space , 926 , 11.404265811860437 , 11.084211204698875
ac , 892 , 10.985081987424486 , 10.985081987424486
fact , 948 , 11.675502404142522 , 10.951494587040205
didn , 881 , 10.849463691283443 , 10.849463691283443
run , 885 , 10.898779435334731 , 10.778736265178416
news , 898 , 11.059055603501418 , 10.763254709054992
net , 867 , 10.676858587103933 , 10.660120620694236
thing , 1001 , 12.328936012822094 , 10.532377643702734
john , 855 , 10.528911354950068 , 10.528911354950068
power , 890 , 10.96042411539884 , 10.341001357392257
support , 860 , 10.59055603501418 , 10.297569006938147
line , 830 , 10.220687954629515 , 10.182119831378538
car , 856 , 10.54124029096289 , 9.957154248375476
set , 823 , 10.134385402539762 , 9.95172916714804
free , 805 , 9.912464554308963 , 9.885129204068832
day , 954 , 11.749476020219456 , 9.807463452221468
post , 793 , 9.764517322155097 , 9.756879036507721
access , 789 , 9.715201578103809 , 9.709991386824434
list , 793 , 9.764517322155097 , 9.70946084967244
graphics , 787 , 9.690543706078165 , 9.690543706078165
group , 867 , 10.676858587103933 , 9.657694341723893
